SeGroupe
adresse,date_,idReunion
"767 Mark Mountains Suite 152, Port Richard, AS 61617",1971-06-15,31
"2962 Patrick Plaza, Kevinmouth, DC 49302",1981-10-13,1922
"39357 Haney Radial, East Bethberg, WY 96147",1975-09-11,2098
"853 Richard Plaza Suite 357, North Kevin, OK 47175",1996-02-11,1642
"0338 Lisa Parkway Apt. 053, Baileyfurt, IN 90989",2019-01-07,870
"USCGC Becker, FPO AE 70638",1979-09-08,383
"PSC 5931, Box 8129, APO AP 44077",1970-04-30,507
"730 Natasha Burgs Suite 219, West Robertchester, MI 03845",2011-01-23,1506
"3162 Melissa Mills, Richardhaven, AS 61562",2021-01-17,1349
"0760 Ian Plaza, Martinezmouth, MD 78945",2019-02-22,1613
"065 Vaughn Divide, West Michelefort, AL 04492",1976-04-08,896
"0653 Jones Spurs Apt. 822, Davidview, ND 43617",2024-10-11,486
"745 Burton Divide Apt. 032, Christineberg, WV 58683",1997-04-30,1598
"90470 Medina Meadow, North Ryan, TX 74968",1995-02-26,114
"800 Peter Union Apt. 031, West Rachelville, VT 79576",1979-05-21,554
"224 Jason Radial Apt. 378, Lake Raymond, MN 78181",1997-07-19,894
"6140 Benjamin Mission Apt. 493, Kathymouth, AL 19842",2008-12-11,326
"26992 Abigail Junction, Josephberg, NM 39726",2001-02-12,1442
"PSC 3461, Box 4425, APO AE 17717",1974-10-18,726
"484 Ryan Key, Port Davidmouth, AK 42243",1982-02-16,52
"834 Deborah Plains Apt. 437, East Gina, MT 12449",2019-01-20,1317
"045 Rodriguez Junctions, North Amy, AZ 08598",1988-11-17,174
"947 Simmons Stravenue, Bushton, TX 89011",1994-11-12,948
"85774 Fuentes Street Apt. 218, South Lindaport, NM 06961",1976-10-24,1558
"422 Wallace Loop, Port Joshuaside, AZ 54746",2020-10-29,2066
"7419 Hicks Ferry Apt. 312, New John, NC 13526",1990-05-25,1836
"9929 Jasmine Terrace, South Christina, LA 77099",1995-01-03,702
"81441 Kathryn Islands Suite 074, East Ronald, WA 81159",1986-06-19,1354
"6999 Crystal Mills Apt. 526, Jimmyburgh, OR 47929",1999-06-07,1178
"724 Jackson Hills, Michaelview, DC 78472",1973-11-22,63
"60730 Wendy Point, Port Charles, KY 26392",2014-07-11,1940
"5901 Tammy Turnpike, East Lisachester, VA 11988",2008-12-07,1445
"525 Walker Parkway, New Danielleborough, WV 38860",1974-12-20,1606
"38760 Tiffany Spurs Apt. 410, Blankenshiphaven, WV 05778",2025-06-28,1788
"5421 Davis Square Apt. 183, West Ryanshire, CA 54072",1993-08-24,965
"0093 Jason Ports Apt. 533, Pattersonview, IN 34931",1979-02-14,103
"055 Thomas Loop, Rogerston, MN 77124",2005-07-19,2080
"3916 Shields Vista Suite 093, West Karen, MD 12285",2002-02-09,1672
"96706 Michael Roads Apt. 286, Austinport, HI 91529",2006-12-31,94
"3696 Joshua Club, Mcdonaldtown, NC 38384",2022-07-01,890
"4854 Santos Radial, New Elizabeth, MN 38245",2002-05-27,1676
"49355 Hernandez Squares Apt. 865, Thomasborough, KS 66829",2001-02-24,26
"36876 Schmidt Falls, Rogersstad, MT 78668",1992-09-16,382
"60393 Brenda Brook, Port Richard, WV 48504",2009-04-20,409
"15990 Davidson Mountains, Kelliton, GA 03902",2004-12-15,391
"0730 Brown Mountain, Hufffort, MT 09367",1996-06-02,1082
"3761 Michael Parkway Suite 991, Debraport, ND 66234",1971-10-30,1953
"691 Jennifer Light, East Corymouth, MI 05520",1984-05-31,1650
"PSC 8498, Box 3185, APO AA 36719",1988-04-28,67
"72446 Anna Forges Apt. 361, Garcialand, PR 99391",2018-06-05,1255
"94400 Smith Mills Apt. 584, New Christinehaven, NV 43515",1979-02-15,1013
"6212 Bailey Corners, Seanshire, OH 50641",1983-03-22,210
"7968 Robert Summit Apt. 346, Lake Louis, OR 93763",2002-02-09,691
"43963 Wilson Field Apt. 445, West Brittany, OH 83217",1971-10-17,1145
"PSC 6585, Box 9908, APO AA 72660",2023-10-21,634
"952 Dunlap Estate Suite 392, North Erinmouth, MI 27781",2014-03-19,1012
